"first_name","last_name","hire_date"
"Hsiangchu","Tomescu","1986-12-10"
"Ymte","Potthoff","1986-07-11"
"Yuchang","Matzke","1986-10-12"
"Vugranam","DiGiano","1986-11-11"
"Leif","Brookner","1986-04-14"
"Florian","Herber","1986-12-15"
"Masasuke","Tetzlaff","1986-01-04"
"Idoia","Benantar","1986-11-28"
"Shahab","Wissmann","1986-02-25"
"Mostafa","Danlos","1986-09-12"
"Jaroslava","Vilarrasa","1986-10-09"
"Tsutomu","Delaune","1986-05-20"
"Cedric","Rosar","1986-03-28"
"Sumant","Hoogerwoord","1986-05-24"
"Vitaly","Sudkamp","1986-05-17"
"Arnould","Stafford","1986-03-25"
"Jeanna","Aumann","1986-05-22"
"Tsutomu","Luders","1986-02-16"
"Candida","Jervis","1986-04-05"
"Urs","Antonisse","1986-11-19"
"Masaki","Kalloufi","1986-05-13"
"Gor","Pargaonkar","1986-05-31"
"Rimon","Gini","1986-08-30"
"Fox","Thambidurai","1986-05-21"
"Fumiyo","Anick","1986-04-18"
"Masasuke","Heyers","1986-04-28"
"Christoper","Chinen","1986-05-13"
"Hirochika","Vural","1986-02-01"
"Tayeb","Smailagic","1986-11-24"
"Eldridge","Demeyer","1986-08-06"
"Jiafu","Uhrik","1986-10-30"
"Kwangsub","Krohn","1986-05-24"
"Jouni","Karcich","1986-05-08"
"Barun","Rubsam","1986-07-29"
"Krisda","Brendel","1986-01-30"
"Parke","Masada","1986-06-30"
"Nikolaos","Garnier","1986-06-14"
"Tetsushi","Shigei","1986-05-11"
"Claude","Ullian","1986-04-09"
"Feiyu","Anick","1986-05-23"
"JiYoung","McFarlin","1986-09-02"
"Saddek","Bardell","1986-06-22"
"Kiyotoshi","Cools","1986-07-26"
"Bernd","Christ","1986-12-06"
"Shaz","Kirkerud","1986-05-22"
"Vincent","Boreale","1986-04-16"
"Kwangsub","Wroclawski","1986-04-10"
"Khalil","Wielonsky","1986-08-03"
"Boalin","Muntz","1986-03-04"
"Sajjad","Zuberek","1986-03-06"
"Oldrich","Falster","1986-05-04"
"Nahum","Gronowski","1986-02-17"
"Susanta","Lung","1986-07-13"
"Odoardo","Mitzlaff","1986-01-09"
"Bouchung","Oaver","1986-09-27"
"Hatem","Yetto","1986-03-11"
"Arto","Demke","1986-01-05"
"Urs","Gargeya","1986-05-14"
"Toong","Talmon","1986-02-08"
"Masato","Milicia","1986-04-03"
"Ramya","Porenta","1986-02-15"
"Paloma","Figueira","1986-01-26"
"Pramod","Honglei","1986-12-26"
"Weidon","Grabner","1986-11-12"
"Sanjay","Masada","1986-12-21"
"Gaurav","Solares","1986-06-20"
"Kersti","Stassinopoulos","1986-05-14"
"Tokuyasu","Zirintsis","1986-05-02"
"Sven","Fontet","1986-01-09"
"Vasilii","Nittel","1986-11-24"
"Honesty","Kruskal","1986-06-18"
"Shay","Conde","1986-07-14"
"Boriana","Foong","1986-04-27"
"Gaetan","Ambroszkiewicz","1986-02-07"
"Shaibal","Walston","1986-05-04"
"Krisda","Krybus","1986-09-02"
"Lillian","Fortenbacher","1986-03-11"
"Ranan","Azevdeo","1986-07-19"
"Hilary","Lamba","1986-10-31"
"Hironoby","Cooman","1986-06-03"
"Poornachandra","Engberts","1986-01-10"
"Danny","Jullig","1986-08-21"
"Doohun","Karunanithi","1986-05-28"
"Gregory","Jayawardene","1986-07-03"
"Francoise","Wynblatt","1986-07-01"
"Marko","Dulay","1986-09-01"
"Mario","Castellani","1986-01-09"
"Rosine","Roisin","1986-09-30"
"Sangeeta","Kolvik","1986-06-03"
"Yoshinari","Speel","1986-01-19"
"Jordanka","Serna","1986-07-14"
"Garnet","Brender","1986-01-24"
"Feipei","Itzfeldt","1986-12-25"
"Aiichiro","Erez","1986-02-20"
"Jouko","Hellwagner","1986-01-15"
"Toshiki","Prochazka","1986-02-13"
"Aiichiro","Szilard","1986-03-08"
"Hilari","Morton","1986-07-15"
"Branimir","Pavlopoulou","1986-03-03"
"Sanjeeva","Greenaway","1986-06-02"
"Soenke","Syrzycki","1986-01-03"
"Shem","Range","1986-01-08"
"Margareta","Bael","1986-04-28"
"Aluzio","Poehlman","1986-04-05"
"IEEE","Schusler","1986-02-04"
"Martijn","Bouloucos","1986-02-21"
"Kristof","Iisaka","1986-11-20"
"Yuqun","Panwar","1986-02-13"
"Yonghong","Dichev","1986-10-13"
"Arunachalam","Conte","1986-11-18"
"Soenke","Demir","1986-02-22"
"Sariel","Mahnke","1986-02-23"
"Yuping","Plotkin","1986-07-29"
"Martijn","Miyakawa","1986-06-19"
"Lakshmi","Shrader","1986-07-26"
"Atilio","Gornas","1986-10-12"
"Karoline","Schiper","1986-06-19"
"Ranan","Mandelberg","1986-05-12"
"Changho","Garnick","1986-02-11"
"Kellie","Sherertz","1986-12-16"
"Sandeepan","Hiyoshi","1986-11-24"
"Masadi","Engberts","1986-01-27"
"Tesuya","Kropf","1986-09-12"
"Kannan","Breugel","1986-12-25"
"TRUE","Kusalik","1986-04-27"
"Jiakeng","Vilarrasa","1986-02-11"
"Sadun","England","1986-11-20"
"Subhrajyoti","Denna","1986-12-02"
"Ult","Itzfeldt","1986-07-15"
"Lidong","Ozeri","1986-03-08"
"Shalesh","McDermid","1986-10-03"
"Saddek","Binding","1986-05-19"
"Clyde","Millington","1986-05-09"
"Ohad","Bahr","1986-12-16"
"Patricio","Dulay","1986-02-19"
"Cordelia","Khasidashvili","1986-09-24"
"Lubomir","Peir","1986-12-17"
"Reinhold","Glowinski","1986-02-09"
"Satyanarayana","Aumann","1986-01-15"
"Utpal","Henders","1986-03-06"
"Elrique","Hiyoshi","1986-12-05"
"Fuqing","Openshaw","1986-08-15"
"Georg","Kavvadias","1986-02-21"
"Cathie","Selenyi","1986-11-23"
"Ger","Plesums","1986-06-13"
"Mark","Sethi","1986-03-27"
"Maya","Vendrig","1986-05-04"
"Gad","Impagliazzo","1986-07-18"
"Gadiel","Auyong","1986-06-02"
"Jordanka","Hasenauer","1986-03-30"
"Joydip","Kleiser","1986-02-13"
"Vojin","Kilgour","1986-10-06"
"Sachar","Millington","1986-06-05"
"Jackson","Krychniak","1986-01-13"
"Arup","Vecchi","1986-02-22"
"Zissis","Henders","1986-03-28"
"Rasiah","VanScheik","1986-04-03"
"Subhash","Anick","1986-09-02"
"Adil","Atrawala","1986-09-07"
"Gad","Butner","1986-06-06"
"Tamiya","Uhrik","1986-10-28"
"Shahaf","Coorg","1986-12-13"
"Aloke","Katiyar","1986-09-12"
"Leah","Syrzycki","1986-10-06"
"Shaibal","Denti","1986-08-25"
"Kenroku","Birdsall","1986-12-19"
"Arto","Angiulli","1986-05-05"
"Zsolt","Streit","1986-03-20"
"Aleksandar","Piazza","1986-03-18"
"Eben","Berendt","1986-10-31"
"Joydip","Biros","1986-06-20"
"Arun","Fujisaki","1986-03-14"
"Ung","Poupard","1986-10-18"
"Goo","Skafidas","1986-04-25"
"Sverrir","Srimani","1986-07-01"
"Nathalie","Parfitt","1986-03-04"
"King","Malabarba","1986-10-17"
"Aral","Hebden","1986-12-05"
"Mitsuyuki","Setlzner","1986-03-19"
"Billur","Bakhtari","1986-05-08"
"Katsuo","Rosar","1986-09-07"
"Otilia","Pelc","1986-04-05"
"Bowen","Jiafu","1986-12-07"
"Georgi","Lindqvist","1986-07-04"
"Jaideep","Berztiss","1986-01-20"
"Goh","Steinauer","1986-12-15"
"Sanjit","Katalagarianos","1986-05-18"
"Gay","Servieres","1986-03-06"
"Xiaobin","Strehl","1986-02-22"
"Pranas","Yoshizawa","1986-08-21"
"Elrique","Raney","1986-01-27"
"Becky","Stanfel","1986-05-03"
"Arunas","Simmen","1986-11-20"
"Chriss","Georgakopoulos","1986-03-15"
"Barna","Ratnakar","1986-06-23"
"Kristian","Quadeer","1986-04-02"
"Jongsuk","Hardjono","1986-05-12"
"Paraskevi","Demos","1986-01-11"
"Rutger","Bhattacharjee","1986-09-05"
"Sajjan","Denti","1986-06-21"
"Yurii","Beilner","1986-05-08"
"Pranas","Pileggi","1986-11-02"
"Saeko","Radwan","1986-08-23"
"Dekang","Luke","1986-08-16"
"Zeljko","Suermann","1986-11-10"
"Ger","Luef","1986-10-21"
"Krisda","Eugenio","1986-01-10"
"Mansur","Otillio","1986-08-19"
"Janche","Bauknecht","1986-05-17"
"Vasilis","Thummel","1986-09-29"
"Toong","Kornyak","1986-02-19"
"Vesna","Veeraraghavan","1986-01-16"
"Atreye","Shumilov","1986-09-19"
"Weiwu","Wossner","1986-01-20"
"Margo","Barbanera","1986-08-21"
"Sudhanshu","Itzigehl","1986-06-09"
"Gift","Brender","1986-07-30"
"Tzu","Suwa","1986-07-21"
"Kristian","Merel","1986-09-12"
"Avishai","Bednarek","1986-11-18"
"Carrsten","Kambil","1986-03-31"
"Maja","Kampfer","1986-03-31"
"Roded","Gecsel","1986-11-22"
"Yishai","Stassinopoulos","1986-06-07"
"Charmane","Leppanen","1986-08-14"
"Augustine","Ranst","1986-10-12"
"Tommaso","Matzov","1986-09-05"
"Youpyo","Marciano","1986-08-09"
"Kazuyasu","Sanella","1986-10-08"
"Uinam","Murillo","1986-04-28"
"Shen","Jonsson","1986-06-02"
"Jiafu","Cronin","1986-06-18"
"Bedrich","Kushnir","1986-06-23"
"Zhenhua","Terlouw","1986-11-04"
"Basant","Sigstam","1986-09-20"
"Flemming","Hatcliff","1986-04-09"
"Mabry","Benantar","1986-09-18"
"Marl","Schmittgen","1986-09-09"
"Krassimir","Morton","1986-11-20"
"Nahum","Shimshoni","1986-12-11"
"Emran","Anick","1986-08-31"
"Luisa","Baig","1986-07-21"
"Ziya","Pocchiola","1986-12-05"
"Aron","Piazza","1986-03-27"
"Kazuhide","Nollmann","1986-10-16"
"Shih","Engberts","1986-06-01"
"Shalesh","Wroclawski","1986-08-16"
"Shmuel","Underwood","1986-09-02"
"Mara","Talmon","1986-02-27"
"Adel","Zaumen","1986-02-07"
"Jixiang","Gecseg","1986-01-21"
"Huai","Osgood","1986-09-08"
"Hugh","Silva","1986-07-24"
"Sanjit","Miara","1986-11-05"
"Zorica","Einsfeld","1986-01-06"
"Shahab","Azevdeo","1986-12-02"
"Lene","Heiserman","1986-03-26"
"Oldrich","Lieberherr","1986-06-22"
"Kellyn","Shackell","1986-05-15"
"Froduald","Nishimukai","1986-04-10"
"King","Meszaros","1986-05-14"
"Vivian","Sgarro","1986-11-19"
"Aimee","Merey","1986-09-02"
"Visit","Dayana","1986-06-20"
"Manohar","Mayerwieser","1986-08-11"
"Hugo","Milicic","1986-02-16"
"Aruna","Kalsbeek","1986-07-21"
"Elgin","Erev","1986-07-12"
"Ghassan","Kusakabe","1986-08-29"
"Ulises","Barreiro","1986-01-24"
"Martins","Angiulli","1986-07-05"
"Shirish","Bernardeschi","1986-05-28"
"Feiyu","Lunn","1986-12-16"
"Aral","Rattan","1986-07-20"
"Mohammed","Auria","1986-11-03"
"Adib","Simmen","1986-04-16"
"Danae","Michaeli","1986-06-03"
"Karoline","Nishimukai","1986-04-07"
"Zhiwei","Cappello","1986-07-11"
"Bodh","Iwayama","1986-07-15"
"Larisa","Bresenham","1986-12-27"
"Hongzhu","Kusakabe","1986-12-20"
"Reinhard","Gonthier","1986-10-03"
"Jessie","Greenaway","1986-03-31"
"Marko","Menhardt","1986-01-17"
"Ung","Honglei","1986-09-02"
"Lijia","Fioravanti","1986-01-09"
"Remco","Carrere","1986-01-06"
"Abdelwaheb","Paciorek","1986-02-17"
"Rafols","Setlzner","1986-11-23"
"Isamu","Lanphier","1986-02-19"
"Steve","DuBourdieux","1986-08-07"
"Otmar","Billingsley","1986-01-18"
"Panayotis","Stanger","1986-07-22"
"Martijn","Porenta","1986-07-21"
"Nishit","Ratnaker","1986-04-04"
"Bingning","Molenkamp","1986-04-01"
"DAIDA","Luff","1986-12-21"
"Toshimi","Nicolson","1986-05-01"
"Rasiah","Sudbeck","1986-01-29"
"Shiv","Kieras","1986-06-15"
"Bartek","Pesch","1986-06-26"
"Xinyu","Vrecion","1986-07-21"
"Abdelghani","Shackel","1986-10-11"
"Domenico","Chaudhury","1986-04-09"
"Guenter","Nooteboom","1986-03-22"
"Paddy","Fetvedt","1986-12-20"
"Jaewoo","Dymetman","1986-05-21"
"Koldo","Katzenelson","1986-06-29"
"Toshimi","Warwick","1986-02-12"
"Bilhanan","Heering","1986-04-27"
"Halsur","Marrakchi","1986-11-18"
"Masoud","Mungall","1986-11-01"
"Clyde","Trumbly","1986-05-25"
"Nagui","Minakawa","1986-03-24"
"Kazuyasu","Kolvik","1986-08-25"
"Mingdong","Pileggi","1986-05-25"
"Shahid","Suppi","1986-05-01"
"Marsal","Eppinger","1986-12-19"
"Adhemar","Pfau","1986-04-18"
"Xiong","Schwartzburd","1986-01-10"
"Kyoichi","Peng","1986-03-28"
"Caolyn","Peek","1986-07-26"
"Takanari","Masamoto","1986-07-17"
"Shaunak","Dalphin","1986-03-12"
"Kwee","Azulay","1986-05-06"
"Christ","Perng","1986-07-15"
"Hironoby","Melter","1986-08-22"
"Ramzi","Marletta","1986-08-29"
"Alselm","Eppinger","1986-09-07"
"Masadi","Rosen","1986-08-11"
"Arie","Fandrianto","1986-04-21"
"Maris","Ghemri","1986-02-24"
"Badri","Bauknecht","1986-07-17"
"Chandrasekaran","Bage","1986-04-13"
"Mayuri","Muntz","1986-01-01"
"Arne","Encarnacion","1986-07-19"
"Halsur","Irland","1986-12-01"
"Xinyu","Stenning","1986-04-20"
"Greger","Castellani","1986-11-23"
"Saniya","Itzfeldt","1986-12-06"
"Dulce","Sgarro","1986-12-21"
"Masaru","Perry","1986-11-30"
"Dzung","Unno","1986-11-06"
"Trygve","Koblitz","1986-02-27"
"Adit","Debuse","1986-03-26"
"Vishwani","Vuskovic","1986-10-29"
"Unal","Gyimothy","1986-08-05"
"Maha","Bashian","1986-09-10"
"Aleksandar","Streit","1986-11-27"
"Yifei","Ranon","1986-02-08"
"Juichirou","Talmon","1986-07-03"
"Noritoshi","Erva","1986-02-19"
"Vatsa","Strandh","1986-11-16"
"Zongyan","Moffat","1986-03-07"
"Martial","Syrotiuk","1986-04-06"
"Guozhong","Nastansky","1986-05-26"
"Aimee","Provine","1986-02-19"
"Apostol","Gubsky","1986-08-11"
"Macha","Eastman","1986-06-21"
"Kristinn","Heering","1986-07-13"
"Uri","Gustavson","1986-03-22"
"Heping","Mitzlaff","1986-12-14"
"Georgy","Radwan","1986-01-20"
"Weidon","Serna","1986-02-05"
"Gita","Gyorkos","1986-09-14"
"Syozo","Koblitz","1986-06-27"
"Kristin","Luga","1986-04-13"
"Divine","Sadowsky","1986-02-27"
"Junichi","Lortz","1986-02-04"
"Gaurav","Heping","1986-02-23"
"Angel","Mitina","1986-07-20"
"Zissis","Thambidurai","1986-05-26"
"Wonhee","Levergood","1986-12-14"
"Branimir","Perelgut","1986-09-13"
"Danel","Gecsei","1986-08-14"
"Teruyuki","Beutelspacher","1986-11-05"
"Mooi","Schnabel","1986-03-25"
"Jaques","Ernst","1986-03-05"
"Sadun","Vural","1986-07-17"
"Mitchel","Codenie","1986-03-12"
"Adin","Sadowski","1986-04-16"
"Christfried","Kolinko","1986-08-31"
"Aamod","Oxman","1986-12-20"
"Jaewoo","Anido","1986-10-03"
"Manibrata","Braunschweig","1986-04-14"
"Naftaly","Christ","1986-05-13"
"Ennio","Marletta","1986-01-13"
"Shalesh","Vilarrasa","1986-04-01"
"Kensei","Cummings","1986-10-15"
"Oscar","Merks","1986-09-23"
"Morrie","Speek","1986-01-27"
"Waiman","Pepe","1986-08-20"
"Niclas","Gulla","1986-05-07"
"Yuguang","Gulik","1986-06-02"
"Vishwani","Zweizig","1986-10-29"
"Paloma","Aloia","1986-01-30"
"Fox","Stanger","1986-10-28"
"Zhiguo","Sridhar","1986-06-23"
"Zhiguo","Muntz","1986-12-27"
"Shem","Orsini","1986-08-18"
"Sanjeeva","Plumb","1986-01-18"
"Sivanarayana","Chenney","1986-05-26"
"Conrado","Emden","1986-09-02"
"Ibibia","Cooke","1986-09-14"
"Toshiko","Wrigley","1986-10-14"
"Eckart","Pelc","1986-11-11"
"Dekang","Serra","1986-04-21"
"Junichi","Auria","1986-02-17"
"Mitsuyuki","Merlo","1986-01-16"
"Dayanand","Rahier","1986-11-29"
"Berhard","Quadeer","1986-05-11"
"Gro","Yemenis","1986-01-14"
"Arto","Ranon","1986-02-14"
"Hongzue","Bisiani","1986-09-29"
"Lucian","Bael","1986-03-16"
"Xiahua","Rahimi","1986-07-20"
"Sreenivas","Cronin","1986-05-31"
"Xiaoheng","Rosaz","1986-10-02"
"Xinan","Simmel","1986-12-05"
"Jagoda","Hofstetter","1986-02-20"
"Boaz","Falby","1986-07-15"
"Fen","Kalloufi","1986-05-16"
"Duangkaew","Delaune","1986-09-02"
"Ewing","Vecchio","1986-06-13"
"Theirry","Honglei","1986-09-01"
"Sadok","Schapiro","1986-12-29"
"Moheb","Streit","1986-10-06"
"Moss","Conry","1986-02-13"
"Joydip","Guting","1986-04-11"
"Guttorm","Peyn","1986-12-08"
"Nigel","Stavenow","1986-02-04"
"Fumiko","Munke","1986-09-01"
"Aluzio","Gomatam","1986-04-26"
"Ingmar","Roisin","1986-05-28"
"Baocai","Polajnar","1986-01-19"
"Shimshon","Baaleh","1986-03-12"
"Guadalupe","Heijenga","1986-12-16"
"Girolamo","Facello","1986-06-30"
"Mantis","Servi","1986-10-19"
"Wanqing","Tyugu","1986-04-05"
"Shaw","Mateescu","1986-01-18"
"Volkmar","Gerteisen","1986-06-03"
"Aleksandar","Oberman","1986-08-09"
"Dzung","Desikan","1986-06-28"
"Genta","Kitai","1986-08-11"
"Sven","Barvinok","1986-03-06"
"Shooichi","Ritcey","1986-07-29"
"Claudi","Servieres","1986-05-11"
"Shigeo","Peron","1986-12-30"
"Anneke","Stiles","1986-03-05"
"Deborah","Panangaden","1986-12-18"
"Eldridge","Farrow","1986-12-03"
"Feixiong","Hartvigsen","1986-05-20"
"Bowen","Ulupinar","1986-12-06"
"Bodh","Straney","1986-03-10"
"Zhigen","Godskesen","1986-04-14"
"Patricio","Seuren","1986-10-21"
"Pantung","Ferriere","1986-11-26"
"Ronnie","Gecsel","1986-01-08"
"Xianlong","Collette","1986-05-04"
"Jagoda","Schade","1986-01-31"
"Charmane","Schlegelmilch","1986-06-12"
"Bodo","Kawashima","1986-12-02"
"Saeed","Montresor","1986-09-16"
"Otilia","Zumaque","1986-02-28"
"Masami","Kaiserswerth","1986-01-23"
"Conor","Hmelo","1986-01-04"
"Premal","Dymetman","1986-02-28"
"Debaprosad","Winter","1986-01-28"
"Theirry","Pelc","1986-06-29"
"Zsolt","Kobuchi","1986-07-25"
"Cordelia","Hebert","1986-01-27"
"Faiza","Kirkerud","1986-03-17"
"Ipke","Schnabel","1986-03-21"
"Yonghoan","Stenning","1986-04-06"
"Remzi","Jiafu","1986-07-17"
"Xiahua","McAlpine","1986-02-12"
"Yakkov","Fargier","1986-11-07"
"Gor","Gadepally","1986-01-07"
"Ibibia","Krupka","1986-08-07"
"Susanne","Marciano","1986-09-07"
"Lene","Cesareni","1986-05-15"
"Przemyslawa","Kakkar","1986-01-17"
"Limsoon","Kalafatis","1986-06-13"
"Apostol","Eterovic","1986-02-07"
"Tristan","Simmen","1986-04-07"
"Guadalupe","Alpay","1986-07-19"
"Aris","Macedo","1986-12-03"
"Guenter","Diderrich","1986-05-17"
"Masato","Cannard","1986-11-04"
"Matk","Veldwijk","1986-03-06"
"Gro","Iisaka","1986-12-10"
"Tesuya","Lenart","1986-01-05"
"Aloys","Heyers","1986-01-06"
"Temple","Genther","1986-06-18"
"Oscar","Birrer","1986-09-28"
"Franziska","Streng","1986-10-07"
"Monique","Stellhorn","1986-10-08"
"Shaunak","Zlotek","1986-01-24"
"Mototsugu","Dichev","1986-08-06"
"Jiang","Varley","1986-04-16"
"Saeko","Montresor","1986-01-19"
"Xiadong","Hanabata","1986-03-16"
"Shounak","Pellegrinelli","1986-08-02"
"Kazuyasu","Ratnakar","1986-04-14"
"Junsik","Steinauer","1986-04-14"
"Qunsheng","Staylopatis","1986-02-18"
"Vugranam","Itschner","1986-04-06"
"Jovan","Maginnis","1986-05-06"
"Owen","Papadias","1986-03-08"
"Mohan","Alpin","1986-08-05"
"Constantine","Brodie","1986-08-09"
"Zdislav","Fiutem","1986-02-14"
"Barna","Wilfing","1986-01-05"
"Bedir","Puoti","1986-07-12"
"Tetsurou","Meszaros","1986-06-05"
"Masami","Kragelund","1986-08-13"
"Alassane","Luit","1986-01-19"
"Arunachalam","Murtafg","1986-01-13"
"Chaosheng","Vidal","1986-09-03"
"Rafael","Greenaway","1986-07-25"
"Beshir","Janocha","1986-06-08"
"Ibibia","Keustermans","1986-05-31"
"Hausi","Kawashima","1986-03-23"
"Shridhar","Ranum","1986-12-07"
"Mabo","Hennings","1986-06-04"
"Kazuhiko","Farrow","1986-01-17"
"Shridhar","Peltason","1986-10-21"
"Paris","Melton","1986-02-17"
"Heejo","Wynblatt","1986-04-15"
"Heeju","Landherr","1986-10-29"
"Weiyi","Couchot","1986-02-16"
"Sangeeta","Decleir","1986-06-23"
"Heejo","Kabayashi","1986-06-07"
"Shim","Ozery","1986-02-18"
"Vatsa","Badache","1986-02-25"
"Pranay","Pulkowski","1986-03-13"
"Yannis","Porotnikoff","1986-10-16"
"Tzu","Ecklund","1986-09-18"
"Caolyn","Shiratori","1986-04-05"
"Mara","Dusink","1986-09-19"
"Feixiong","Merel","1986-03-23"
"Claudi","Bauknecht","1986-06-13"
"Youjian","Deyuan","1986-06-14"
"Filipe","Zaumen","1986-07-30"
"Maya","Hutton","1986-02-28"
"Lansing","Reutenauer","1986-11-22"
"Christ","Picht","1986-06-02"
"Kiam","Zockler","1986-11-14"
"Tsuneo","Munos","1986-07-03"
"Somnath","Zizka","1986-11-06"
"Ziva","Benzmuller","1986-08-19"
"Shahid","Krogh","1986-10-21"
"Dekang","Kopetz","1986-07-04"
"Bokyung","Serre","1986-11-11"
"Fen","Kroft","1986-09-23"
"Gonzalo","Gurbaxani","1986-03-31"
"Jaques","Schapiro","1986-08-17"
"Florian","Rabejac","1986-06-20"
"Vidar","Serra","1986-01-29"
"Edwin","Alameldin","1986-11-02"
"Uta","Peltason","1986-03-28"
"Aloys","Hofman","1986-12-06"
"Maya","Menhoudj","1986-09-16"
"Abdelaziz","Kowalchuk","1986-01-06"
"Torsten","Klyachko","1986-02-12"
"Zeljko","Zeleznik","1986-05-06"
"Gio","Tokunaga","1986-12-21"
"Masami","Constantine","1986-07-30"
"Hideyuki","Suermann","1986-01-08"
"Siddarth","Katiyar","1986-10-10"
"Tesuro","Danecki","1986-03-27"
"Gregory","Shinomoto","1986-12-01"
"Sanjit","Matzen","1986-12-17"
"King","Lund","1986-04-14"
"Tsz","Serot","1986-12-02"
"Weicheng","Benzaken","1986-04-17"
"Domenico","Pews","1986-08-20"
"Maja","Encarnacion","1986-06-02"
"Sariel","Socorro","1986-04-21"
"Sham","Kakkar","1986-07-20"
"Pascal","Zultner","1986-12-25"
"Tetsushi","Geffroy","1986-02-26"
"Udi","Billawala","1986-12-20"
"Divier","Pouyioutas","1986-03-05"
"Sugwoo","Pero","1986-11-08"
"Stepehn","Taubenfeld","1986-05-18"
"Radhika","Luiz","1986-07-24"
"Ennio","Conte","1986-03-27"
"Oldrich","Takkinen","1986-02-04"
"Giap","Ramaiah","1986-05-25"
"Tran","Katzenelson","1986-05-27"
"Spyrose","Masand","1986-10-19"
"Bedir","Carrera","1986-08-30"
"Danil","Conia","1986-09-08"
"Keiichiro","Parveen","1986-12-15"
"Ugo","Cincotta","1986-02-12"
"Chikara","Masand","1986-03-01"
"Takahito","Mundy","1986-10-13"
"Kiyotoshi","Rosca","1986-01-10"
"Youpyo","Takanami","1986-02-02"
"Geoff","Kranzdorf","1986-07-25"
"Soenke","Porotnikoff","1986-08-31"
"Eran","Fujisawa","1986-04-03"
"Toshiko","Lund","1986-05-17"
"Poorav","Stifter","1986-07-19"
"Atilio","Speckmann","1986-02-24"
"Conal","Wendorf","1986-06-21"
"Mariangiola","Francisci","1986-04-03"
"Valter","Garrabrants","1986-05-09"
"Bouchung","Schaad","1986-07-23"
"Basant","Khalil","1986-04-23"
"Akhilish","Apsitis","1986-08-06"
"Sreenivas","Lorho","1986-03-08"
"Panayotis","Lunt","1986-08-24"
"Adit","Couchot","1986-07-25"
"Moheb","Botman","1986-11-12"
"Zengping","Bugaenko","1986-01-09"
"Supot","Gomatam","1986-01-23"
"Xuejia","Perko","1986-03-02"
"Shigenori","Skafidas","1986-04-28"
"Soenke","Stranks","1986-07-08"
"King","Rabehasaina","1986-05-29"
"Nagui","Liedekerke","1986-03-16"
"Tetsushi","Kampfer","1986-08-04"
"Mabhin","Jiafu","1986-08-09"
"Jiafu","Danecki","1986-01-20"
"Zhilian","Ramamoorthy","1986-06-17"
"Oldrich","Yoshizawa","1986-11-05"
"Abdulah","Walstra","1986-06-15"
"Hugh","Peak","1986-04-01"
"Xudong","Varman","1986-06-27"
"Unal","Rande","1986-03-17"
"Mang","Krone","1986-08-02"
"Hauke","Guerreiro","1986-08-23"
"Satosi","Gyorkos","1986-02-14"
"Qingxiang","Gornas","1986-05-18"
"Vojin","Conia","1986-03-12"
"Bernardo","Lichtman","1986-07-26"
"Holgard","Thummel","1986-08-07"
"Shen","Nollmann","1986-09-28"
"Jaber","Moffat","1986-09-23"
"Djenana","Chorvat","1986-10-23"
"Mitchel","Furedi","1986-03-22"
"Hinrich","Camurati","1986-07-19"
"Limsoon","Masand","1986-12-07"
"Emdad","Bratsberg","1986-01-27"
"Jessie","Milicic","1986-09-26"
"Adam","Vakili","1986-08-31"
"Denis","Smailagic","1986-03-09"
"Honglan","Gewali","1986-11-16"
"Ortrud","Crooks","1986-12-04"
"Guenter","Yoshizawa","1986-07-26"
"Yolla","Kropp","1986-03-13"
"Marie","Leonhardt","1986-12-14"
"Josyula","Rijsenbrij","1986-01-12"
"Paris","Barriga","1986-02-11"
"Mona","Riesenhuber","1986-01-31"
"Jiong","Hockney","1986-09-09"
"Chrisa","Gente","1986-12-04"
"Quingbo","Panangaden","1986-02-05"
"Martien","Baak","1986-07-24"
"Basem","Sundgren","1986-12-14"
"Sastry","Birke","1986-10-05"
"Parto","Ladret","1986-11-03"
"Caolyn","Zumaque","1986-09-18"
"Zhiwei","Journel","1986-06-28"
"Yurii","Wynblatt","1986-11-09"
"Tomofumi","Kornatzky","1986-07-10"
"Van","Murtha","1986-02-04"
"Yongmin","Georgakopoulos","1986-01-29"
"Luisa","Khasidashvili","1986-02-07"
"Panayotis","Merlo","1986-09-28"
"Kristin","Juneja","1986-02-01"
"Dharmaraja","Siepmann","1986-09-07"
"Anneke","Hagimont","1986-06-07"
"Goh","Gischer","1986-08-02"
"Sariel","Schonegge","1986-05-14"
"Arfst","Bridgland","1986-12-05"
"Rosita","Thibadeau","1986-09-26"
"Dzung","Lalonde","1986-11-01"
"Bilhanan","Schmittgen","1986-05-20"
"Moriyoshi","Roisin","1986-05-18"
"Yakichi","Iisaka","1986-02-18"
"Kerhong","Khasidashvili","1986-08-06"
"Noritoshi","Panienski","1986-04-26"
"Sreenivas","Paludetto","1986-01-04"
"Atreyi","Luks","1986-08-04"
"Tadanori","Kawashimo","1986-06-03"
"Sadok","Lenart","1986-01-07"
"Leon","Narlikar","1986-02-08"
"Christ","Speer","1986-01-23"
"Xianlong","Hoppenstand","1986-12-05"
"Alejandra","Straney","1986-11-24"
"Avishai","Levergood","1986-01-07"
"Paraskevi","Birsak","1986-08-21"
"Gift","Taneja","1986-12-02"
"Zita","Gluchowski","1986-02-04"
"Bartek","Staylopatis","1986-10-03"
"Chuanti","Stanger","1986-05-17"
"Rajmohan","Slobodova","1986-07-06"
